gene,signal
Gm15382,0.000324
Gm14667,0.001125
Gm15531,-0.001268
Gm11249,0.001144
Gm4760,-0.00012
Gm11736,0.000177
Gm15385,0.000925
Gm4908,-1e-05
Gm14494,0.001353
Gm14578,0.000272
Gm6044,0.003144
Gm6429,-0.000402
Gm12917,2.7e-05
Gm14421,0.000718
Rpl10.ps4,0.000109
Gm6341,-0.000231
Gm15578,0.000104
Gm12418,0.000347
Gm11380,-0.000426
Apc.ps1,-0.000139
Gm12459,-0.000117
Gm11427,0.096409
Gm11344,-0.012168
Gm8648,0.000226
Vmn1r.ps97,5.4e-05
Gm14201,0.001467
Gm14405,0.000369
Gm12187,0.013067
Gm12693,0.000366
Gm11805,-0.000137
X4930595D18Rik,0.028388
Gm13567,0.004778
Gm13581,-4.7e-05
Gm9432,0.024039
Gm15066,0.003667
Gm12388,0.000273
Gm11522,5.5e-05
Gm11969,6.8e-05
Gm14869,0.000548
Rbmx2.ps,0.000515
Hbb.bh3,-3.2e-05
Gm16425,0.001443
Gm11410,0.000589
Gm7831,0.055848
Gm13406,-0.000768
Gm7222,0.000325
Gm11698,0.001972
Gm13453,0.066317
Gm11185,1e-06
Gm11839,2.5e-05
Gm5403,-0.00063
Gm7108,0.00017
Gm12738,-1.8e-05
Gm15568,7e-06
Gm5939,0.00027
Gm7816,1.8e-05
Gm13498,-1.9e-05
Zcchc9.ps,-4e-05
Gm15376,-9.4e-05
Ctsf,-0.092789
Gm13688,-7.4e-05
Gm15815,8e-05
Gm13502,-0.000788
Csnk2a1.ps,6e-05
Gm13679,0.000627
Gm14957,1.2e-05
Gm12309,-6e-06
Gm13868,0.053544
AA414768,-0.001078
Gm15185,4.4e-05
Gm11284,-0.000121
Gm13935,-0.009072
Gm14121,0.000306
Rpl38.ps1,-1e-04
Vcp.rs,-0.002906
Gm11826,-0.000671
Gm7599,0.084265
Gm13397,-0.001419
Gm11539,-0.000544
Gm12475,3.9e-05
Gm13156,0.003303
Gm14238,0.00229
Gm7363,-0.003356
Gm6491,1.7e-05
Gm12540,0.001145
Gm11581,-0.000157
Olfr360,0.021498
Gm8606,0.035229
Llph.ps2,0.002823
Gm12895,-0.003495
Gm8806,0.000319
Gm13392,0.000315
Gm11449,-2.8e-05
Gm15057,-3.3e-05
Gm12653,-1e-06
Gm13196,0.000346
Ndufb4c,-0.068933
Gm6433,0.000195
Gm12813,0.000105
Gm11411,-0.000818
Gm14148,0.000779
Gm6335,-0.013992
Gm11703,-0.000123
Gm15542,-0.054251
Gm5466,6.3e-05
Gm15725,0.002031
Rpl30.ps10,7.7e-05
Gm14840,0.000263
Gm14776,-0.000615
Gm15604,0.000994
Gm15198,-0.002966
Gm13437,3.2e-05
Gm12760,-0.004971
Gm15824,-0.000109
Gm14491,-7e-06
Rpl7a.ps12,-0.000177
Gm15519,0.005135
Gm13487,-2.8e-05
Gm13226,-0.009196
Cyp4b1.ps2,-0.000999
Gm12182,6.9e-05
Gm11652,0.026014
Nsa2.ps2,4.4e-05
Gm12118,0.000161
Gm13207,1.9e-05
Gm5555,-9.7e-05
Gm14706,-0.00085
Gm14044,-0.001302
Gm12308,-7e-06
Gm8534,0.000368
Gm15044,0.000216
Gm11263,-0.020018
Gm14172,-0.000117
Gm14861,7.7e-05
Gm13407,-5.1e-05
Gm7541,0.010705
Gm12842,2e-06
Defa.ps4,0.000632
Gm12749,0.001598
Gm9429,-5.3e-05
Mup.ps21,5.5e-05
Gm15808,-5e-06
Gm12466,-0.000377
Gm13320,0.000884
Gm13321,-0.004081
Gm14516,-2.5e-05
Gm11989,0.000111
Gm6645,0.003187
Gm12035,-0.000365
Gm12896,-0.003495
Gm13340,-0.008262
Gm11451,1.6e-05
Gm13666,-1.9e-05
Gm7312,0.000129
Gm15538,0.010859
Rpsa.ps3,6e-06
Gm15393,6.2e-05
Gm14741,0.030169
Gm13722,0.0034
Gm9200,0.000248
Gm14863,-3.8e-05
Oaz2.ps,-5.9e-05
Gm8832,1e-05
Gm12795,0.018073
Gm11771,-0.030897
Gm14414,0.000261
Gm14586,-0.014582
Gm15570,-0.000451
Gm12469,-6e-05
Gm4459,9.9e-05
Gm15602,0.035057
Gm13366,7.7e-05
Gm13312,0.000351
Gm11480,5.3e-05
Gm14754,8e-06
Gm13148,-0.000111
Gm12787,5e-05
Gm6088,0.001007
Rasl2.9,-0.001649
Gm13357,0.00019
Gm11524,0.000607
Gm12245,-2.1e-05
Gm15798,0.000143
Gm11473,-5e-05
Gm14903,3e-06
Gm10169,0.005865
Gm6829,0.000317
Kpna2.ps,-6.8e-05
Zfp133.ps,-0.001932
Gm11367,8.7e-05
Gm11699,5.5e-05
Gm12989,0.106689
Gm12892,-0.022795
Gm14034,-4.4e-05
Gm13743,0.001599
Gm14094,0.00029
Gm9575,0.000945
Rnf138rt1,0.000159
Gm2986,3.9e-05
Gm8624,-0.074396
Olfr1118,0.043963
Gm13592,-2.1e-05
Gm5883,0.000155
Gm13436,-0.000307
Ccnb2.ps,-0.012046
Gm12901,0.000229
Rpl23a.ps14,-0.000261
Gm6039,0.001382
Gm11456,0.00016
Gm12421,1.5e-05
Gm11662,-0.008792
Gm7803,0.00013
Rps15a.ps4,-0.050409
Gm14524,0.001214
Gm15335,0.000357
Gm15566,-4.7e-05
Gm7180,0.000122
Gm12728,-7e-04
Gm12739,3e-06
Gm6092,-0.000319
Rpl12.ps2,9.7e-05
Gm16123,-0.000376
Gm15670,2e-05
Gm13369,1.2e-05
Gm14584,0.000481
Gm13466,0.000444
Gm5054,-0.00024
Gm13435,0.000405
Gm13033,0.000359
Gm14400,-6e-05
Ndufs6b,-0.008593
Gm14631,0.010541
Hmgb1.ps5,0.054427
Amd.ps1,0.00076
Gm13039,0.000253
Gm15712,-0.006591
Gm8839,0.001081
Gm14248,0.00026
Gm13771,6.4e-05
Gm12577,0.000445
Gm14427,3.7e-05
Gm1947,0.000835
Gm7071,-1.3e-05
Ube2d.ps,-0.000632
Gm13477,0.009801
Gm15696,-8.1e-05
Dnajc19.ps,-0.004419
Olfr1175.ps,0.009006
Gm13886,4.5e-05
Gm12584,0.001811
Gm13313,-3.7e-05
Gm13341,-0.027049
Gm13472,0.000181
Gm11761,0.00061
Gm13831,0.000443
Gm11439,0.000128
Gm14740,-1.5e-05
Gm12034,-0.006259
Gm15388,0.000352
Gm13213,-0.000445
Gm1848,-0.001262
Gm12074,0.000139
Gm14843,0.000377
Gm12346,0.000466
Gm15975,0.002328
Gm15186,-0.000289
Plk.ps1,0.000263
Gm15842,0.001326
Gm13604,0.003454
Gm4342,-0.009661
Gm5391,-1.2e-05
Rps18.ps1,-0.00425
Gm13932,0.00081
Gm15750,1e-05
Gm10600,0.088015
Gm11438,0.000107
Gm15515,-0.003119
Gm12294,1.4e-05
Gm11298,-1.4e-05
Gm12889,0.002398
Gm11483,0.049273
Olfr122,-4.3e-05
Gm13786,-0.001299
Gm14049,-0.000808
Gm4918,0.000379
Gm16053,0.000258
Gm14650,-0.000113
Gm12468,9.3e-05
Gm12213,0.000194
Rps10.ps4,-0.001037
Gm12607,0.000459
Gm11478,-9e-05
Gm14398,3.4e-05
Gm13302,0.021243
Gm11956,0.003588
Rpl21.ps9,0.000302
Gm5832,5.6e-05
Gm16459,0.046419
Gm15937,0.000888
Gm6276,-0.00231
Gm8855,3.6e-05
Gm7416,0.000144
Gm12991,2.4e-05
Gm11295,-8.4e-05
Gm15312,3e-06
Gm11997,-0.000183
Gm14984,0.015166
Gm12042,0.037102
Gm14439,4e-06
Gm11745,-0.000787
Gm16412,0.000346
Gm5934,5.8e-05
Gm14269,-1.8e-05
Gm13378,-1.7e-05
Gm11285,-0.003698
Gm11952,0.002754
Gm12057,0.076674
Gm16140,-2.8e-05
Gm13650,4.5e-05
Gm5843,-9.8e-05
Gm16418,-0.00054
Gm13961,0.002023
Gm13422,-0.000626
Gm13578,3.6e-05
Gm13252,0.001599
Gm6136,-0.053966
Gm15794,-0.000665
Gm15710,-0.002143
Gm14277,0.000292
Gm8421,-0.00022
Gm13566,3e-05
Gm12460,-0.001634
Gm14989,0.000127
Gm12351,0.000144
Gm13588,0.000107
Gm15844,0.032549
Gm13169,2e-06
Esrp2,-0.00781
Hmgb1.ps1,0.000156
Rpl3.ps2,2e-05
Gm15982,-0.000348
Gm9085,-0.001276
Gm12322,2.8e-05
Gm12516,0.000255
Gm12380,-0.005119
Gm12944,-0.000329
Gm11577,0.014532
Gm15644,0.022994
Gm12696,-0.000794
Gm13902,0.007878
Gm6451,-0.000357
Atp5l2.ps,-0.010493
Gm11954,-5e-05
Gm16420,0.000449
Sycn,-0.00188
Gm13508,-4e-04
Gm11759,0.034719
Gm12009,-2.1e-05
Rplp1.ps1,-0.001741
Rpl36.ps10,-0.001243
Gm11869,4.4e-05
Gm6823,0.000733
Gm12422,-0.000138
Gm5398,0.000201
Gm14070,-8e-05
Gm12792,0.019842
Gm15168,0.03086
Gm12225,5.3e-05
Hspe1.ps5,-0.000453
Gm15488,0.00013
Gm8145,-7.4e-05
Hmgb1.ps4,-4.7e-05
Gm12244,1.6e-05
Gm12337,-1.8e-05
Gm14388,0.000248
Gm11975,0.000379
Gm15421,-0.007268
Gm14463,6.4e-05
Gm13416,-0.002455
Gm14020,-0.001784
Gm12267,-0.000737
Gm13550,-0.000146
Gm12036,0.000213
Gm12844,-3.8e-05
Rpl36a.ps4,0.023211
Olfr588.ps1,0.002042
Gm14541,0.000108
Gm12504,0.002744
Gm5396,7.3e-05
Gm8317,0.043658
Gm13232,-0.004407
Gm11972,1.5e-05
Gm14914,-0.00082
Tpt1.ps6,-0.00272
Gm5228,0.024845
Gm6977,0.20576
Gm6654,-0.004275
Gm13535,0.044119
Gm6630,1.2e-05
Gm12194,0.002224
Gm8216,0.000638
Gm6142,-0.001042
Gm11743,4e-05
Gm14593,8.8e-05
Rps15a.ps3,0.000477
Vmn1r.ps128,0.092386
Tpt1.ps3,-0.003163
Gm14125,0.003867
Gm14438,1.8e-05
Gm15550,-0.000265
Gm14046,-0.000351
Gm6733,-9.2e-05
Gm8163,1.4e-05
Gm8840,4.3e-05
Gm11599,-0.000335
Olfr1269,-0.000562
Gm14766,0.00078
Gm11224,0.047914
Gm16198,-0.000102
Rpl17.ps4,-0.001684
Gm14608,0.002145
Rpl3.ps1,-0.057433
Znf41.ps,-0.000376
Gm15452,-0.045615
Gm15313,2e-05
Gm11572,-0.000364
Gm13988,0.000377
Rps2.ps4,0.000683
Gm13255,-0.000418
Gm15302,0.000897
AA413626,0.001433
Gm12251,0.003583
Gm15425,-0.000266
Gm14101,-0.000428
Gm15666,0.001721
Gm11576,3.5e-05
Gm12586,9e-05
Rps15a.ps8,-0.000825
Gm14018,0.007334
Gm11510,0.000511
Gm12017,1e-06
Gm11270,-5.3e-05
Rpl10a.ps1,-3e-05
Gm25109,0.000237
n.R5s48,1.1e-05
Gm25945,0.00026
Gm26254,2e-04
Gm24597,-6.7e-05
Gm24596,0.000923
Gm22957,-2.2e-05
n.R5s154,0.000227
Gm25781,0.000821
Gm22514,-4.4e-05
Gm22107,0.034134
Gm25323,0.000146
Gm24840,-0.00051
Gm26477,5.8e-05
Gm23656,4.2e-05
Gm22345,0.000626
Gm22343,-3e-05
Gm22208,-0.000309
Gm24371,-0.000121
Gm25106,-0.000813
Gm25544,0.000604
Gm22613,-0.000311
Gm23887,-0.002626
Gm24379,0.000501
Gm24378,-6.2e-05
Gm23206,5.5e-05
Gm24893,0.000338
Gm22988,0.000679
Gm24140,0.00041
Gm24139,6e-06
Gm22067,0.000444
Gm25291,1.6e-05
Gm12532,5e-06
Gm16276,0.009342
Gm13881,-0.000378
Gm12798,-0.001586
Gm15472,0.023789
Gm12061,0.000331
A230072E10Rik,0.003488
Gm15473,-0.000716
Gm12159,-0.002323
Gm14110,5.2e-05
Gm16741,-0.000102
Gm15350,0.03291
D930015M05Rik,-7.1e-05
Gm15419,1.6e-05
Gm13972,-0.00022
Ubl5,-0.03182
Gm12436,0.003119
Gm11342,0.001015
Gm15879,-0.005368
Gm13667,-0.00021
X1700056N10Rik,0.001329
Gm2568,-0.000189
Mir142hg,0.000947
Gm14321,0.000292
X4930533B01Rik,5.6e-05
Ino80dos,-0.009037
Gm12205,-0.026445
X5830444B04Rik,-0.003433
X1700095J12Rik,0.001525
Gm15232,0.000938
X9430091E24Rik,0.000299
Gm12631,0.00094
Platr29,0.000263
Gm5526,-0.000833
Gm11967,-0.001331
Gm15880,0.000419
Myadml2os,-5e-06
Gm17216,0.000376
Gm16344,8e-05
AI847159,-0.003989
Gm12367,0.000272
Gm14539,-0.000346
X4930565N06Rik,0.001572
Gm12352,-0.00281
Gm14097,-1.1e-05
Gm11468,2.5e-05
B230312C02Rik,-0.0221
Hoxb3os,2.9e-05
Tmem240,-0.000414
A730011C13Rik,0.057744
Gm15507,0.000134
X4933408N05Rik,0.000822
Gm16105,-0.000188
Gm12092,-0.000139
Gm12678,-0.000135
Gm9850,0.000122
Gm1980,0.00054
X1700080N15Rik,-0.000345
X2610204G07Rik,-0.000812
X1700095J07Rik,0.001291
Gm16278,-1.8e-05
Gm12523,0.000286
X1700027A07Rik,-0.001106
A930006K02Rik,-0.05424
Gm13063,0.000418
Gm2800,-0.000799
C030047K22Rik,0.000103
Gm12906,9.9e-05
Gm14965,-0.032849
Lrrc8dos,0.000997
Tomm6os,0.000389
Ccdc85c,-0.007147
Gm12289,0.000338
X3010001F23Rik,-0.000369
Gm11749,3.3e-05
A830036E02Rik,-0.000621
Gm14471,0.000237
Hba.ps4,0.002541
AA672651,2.2e-05
Gm11632,-0.000751
Gm14226,-0.002195
Gm12371,-0.000445
Gm15344,-8.8e-05
Gm281,-0.00205
Gm14827,0.000203
Gm12081,0.000216
Gm14505,0.000258
C79798,5.6e-05
C630043F03Rik,0.001702
Gm16185,0.000206
Gm7616,0.000156
C230037L18Rik,0.040187
Gm17477,0.00015
Gm12708,-0.001273
Gm15611,0.007916
X1810062O18Rik,-0.000177
Foxo6os,8.7e-05
Gm14161,-0.030189
Gm11583,-0.00028
BB557941,-4.8e-05
Gm830,7.1e-05
Gm11944,-0.00017
Dlx1as,-0.00197
Gm15594,-0.002737
X1700061H18Rik,-5.3e-05
Gm16249,-0.018222
Gm5577,0.001315
Gm16351,-2.7e-05
Bbip1,-0.000427
B430010I23Rik,-0.00243
Gm11947,-6.1e-05
Gm15503,-0.000448
Gm13857,7.9e-05
X2810471M01Rik,0.003914
Gm12296,0.000368
Gm12743,-0.000904
Gm11205,-0.000287
Gm13848,-0.034766
Gm15567,0.000388
Gm11655,-0.004509
Gm16267,0.016254
Slc36a1os,-0.00051
Gm15962,0.004157
Gm11789,-0.054619
Far1os,0.000692
Gm16135,-0.000224
Gm16224,3.1e-05
Crocc2,-0.002096
Gm14549,0.002912
Gm16260,-1e-06
Gm13842,-0.070384
Gm12305,-0.000891
Gm15471,-6.7e-05
Gm16279,0.007621
Gm15839,8.2e-05
Rapgef4os2,-0.000518
Pip5k1bos,0.000105
X5430427M07Rik,-0.001474
BC021767,4.8e-05
Gm11549,0.0011
Dbhos,0.001528
Gm12977,0.007343
Gssos1,0.000261
Gm15492,0.001286
Gm13490,0.000199
Gm11335,-0.000662
Gm13412,-0.000324
Pard3bos2,-4.2e-05
X2310081O03Rik,0.000467
Gm12051,3.8e-05
Gm5860,0.000226
Gm12744,-0.10885
C230035I16Rik,0.041037
Gm13715,-4e-06
Srrm3os,-0.000352
Slc2a4rg.ps,-0.123267
Gm13569,-1e-05
X2810455O05Rik,-0.001624
Gm11217,0.000127
Gm11646,0.00196
Gm11240,1.1e-05
Gm12031,0.000846
Gm14011,-0.016705
X4933421O10Rik,-0.001455
Gm15927,2e-04
BB031773,-0.00163
Abhd11os,-0.003904
Gm13184,0.002028
Gm15537,5.4e-05
Parvaos,0.000233
Gm11542,-0.00185
Gm15834,0.006836
Gm15958,0.000495
Gm13415,0.002026
X8030453O22Rik,0.000253
E330016L19Rik,7.9e-05
Gm16024,-0.000449
Gm15631,-0.000446
Gm15895,0.023155
Gm13111,-0.033456
Ict1os,-0.003294
Gm14562,2.3e-05
X1700049E15Rik,-5.3e-05
C030013C21Rik,0.039856
Khdc1b,-0.000254
Rptoros,0.000429
X4930570G19Rik,0.000638
X1700086P04Rik,-0.00205
Gm13528,0.000369
X4931413K12Rik,0.046713
Arhgap15os,-1.9e-05
Egfros,0.069852
Gm12737,0.059537
Gm15635,0.000949
Gm16288,0.000979
Platr16,3e-06
Gm12758,0.000663
Gm15356,-0.000576
Gm13920,0.001006
Ascl4,0.002671
A530072M11Rik,-0.000353
B130011K05Rik,0.000744
X1600025M17Rik,2e-04
Gm2735,0.003791
Gm15774,-0.000634
X4933404K08Rik,0.014831
Rubie,-6.1e-05
Gm12766,0.036857
Gm16070,0.001162
Gm12589,0.098687
X4930444E06Rik,0.000261
X5031425F14Rik,-0.022742
Gm12265,8.5e-05
B930095G15Rik,0.068737
Gm11659,-0.00024
Gm13713,0.015718
A730046J19Rik,0.000724
Gm13429,9.6e-05
Gm11520,-0.001951
Gm11614,0.000348
Eif2c5,0.00033
Mir22hg,0.38172
X1110018N20Rik,-0.004645
Gm11496,-0.000123
C130046K22Rik,-5.8e-05
Snhg15,0.108192
Gm7580,0.001891
Gm12295,4e-04
Gm12089,0.001048
Gm15522,0.049733
Gm12063,-4.5e-05
Gm10785,0.000621
D830026I12Rik,-0.05799
Gm6542,-0.002385
Gm16206,0.001398
Gm11423,-0.002088
Gm15397,-5.2e-05
Kdm6bos,0.001207
Gm13645,0.001659
AI838599,0.000973
Gm12709,-0.000547
Gm13596,-0.000109
X4933439K11Rik,0.001241
BC028777,0.000163
Gm11368,-6.9e-05
Gm11963,0.11082
Gm12195,-5.7e-05
Platr32,-0.005739
Gm14963,0.000392
Nr6a1os,-0.000273
Gm15620,-0.023099
Gm12927,-0.000695
Gm15327,-0.002016
Gm13185,-0.00018
Gm13380,0.00187
Gm11767,-0.001355
Brip1os,-0.057053
B430219N15Rik,0.000841
Gm13091,0.000121
BB218582,-0.002685
Gm11309,-7.9e-05
Gm13425,2.4e-05
X6330418K02Rik,-0.07338
Gm11672,-0.000792
Gm15614,0.002026
Gm12576,0.000161
X2610206C17Rik,2.2e-05
Gm15406,0.000156
Snhg3,0.002775
Gm11537,0.00385
Spag17os,-9e-05
Gm11713,-0.001611
Gm15893,0.030895
X4930545L23Rik,1.9e-05
Gm11587,8.9e-05
Gm15234,0.000242
Gm12326,-0.008428
Gm16833,-0.000452
Taco1os,0.000811
Dmrta2os,6.1e-05
Gm13264,8.9e-05
Med9os,-0.002348
Gm13814,-9.8e-05
Gm11574,0.001287
Gm15581,-1.5e-05
Gm15777,0.000474
E130006D01Rik,-0.000119
Sbk3,0.000688
BC046401,-0.029041
Gm14487,0.002191
Gm13943,-4e-06
Gm12841,2.1e-05
Gm15965,0.000377
Gm16151,0.000197
Gm15663,-0.00034
Gm16189,0.000213
X4833418N02Rik,0.004013
Gm15337,0.000836
X4930430E12Rik,0.10081
F730035M05Rik,1.9e-05
Gm16751,0.005738
Gm12802,-0.011077
Gm11525,-0.003307
Gm11491,-0.006832
Gm15445,0.001521
Gm12763,0.020822
Gm14866,4.6e-05
A430018G15Rik,-0.090206
D330050G23Rik,-0.00259
Gssos2,0.000189
Gm12524,0.001204
Gm11548,0.000112
X4930412F09Rik,0.00037
Gm14261,-0.000219
X9130410C08Rik,-0.002838
Gm15642,-0.010393
Gm16104,-0.061407
Gm17131,-0.008339
X2810404F17Rik,-0.000405
Gm11274,-0.01927
X1700030A11Rik,5e-05
Gm12940,0.000441
Gm13684,0.041814
Gm11732,-0.000278
Gm15964,0.002065
X2410004I01Rik,-0.004886
Gm16335,-0.000376
Gm12254,-0.051109
Hk1os,0.00149
Myhas,0.000144
X4930529I22Rik,0.014591
Gm12472,-0.000107
Gm2044,0.000969
X3010003L21Rik,0.0408
Gm12336,0.004398
Arhgap27os2,-0.001104
Gm16305,-0.000565
Gm15478,-0.001389
Gm16188,4.5e-05
Gm3160,9.4e-05
Gm12506,4e-06
Gm14508,0.006137
X4930551L18Rik,0.003509
X2310058D17Rik,0.00059
E130120K24Rik,-0.000289
Gm13861,-0.000903
Snhg17,0.07935
Gm13630,0.000208
X1700003M07Rik,-3e-05
Gm16150,0.000163
X2210414B05Rik,-9.3e-05
Gm13056,-0.027525
Firre,0.001402
Gm13524,-2.3e-05
X4931406G06Rik,0.004117
Foxd2os,-0.082663
Pard3bos3,-2.1e-05
Slc39a1.ps,0.000242
Gm13068,0.026133
Gm12909,-0.013357
X1700095J03Rik,-7.7e-05
C530005A16Rik,-0.000515
Gm14319,0.028842
Halr1,-0.001628
Sspnos,-0.001226
Selenok.ps1,0.050867
X1700019G24Rik,3.7e-05
Gm13919,-6.9e-05
Grip1os1,1.2e-05
X4732490B19Rik,0.000738
X4930594M22Rik.1,-0.00288
Fhad1os1,0.002346
X6430710C18Rik,0.001959
Gm15619,0.000371
Gm16001,-0.000715
Gm11725,1.6e-05
Zfp335os,-0.003395
X1700047A11Rik,4.1e-05
X1700020I14Rik,-0.14564
Rapgef4os1,0.000738
Sorbs2os,0.007463
Gm3362,-0.002207
Gm15416,-1.3e-05
Gm13936,0.00676
Gm16348,0.022848
X9530026F06Rik,-8e-06
Gm13963,0.000395
Gm15520,-0.000235
Gm40614,-0.001473
X4930554G24Rik,-0.000113
Gm12018,0.001242
Grip1os3,2.1e-05
Gm15398,0.000531
X1110046J04Rik,-0.050935
Gm16208,0.003854
X1700012C14Rik,0.001431
X4933423P22Rik,0.065198
Gm11851,0.041899
X9430073C21Rik,0.001996
Gm16304,0.001413
A230083N12Rik,-0.000952
Gm14198,-0.000198
Gm13539,-5.3e-05
Gm14024,-0.017187
Gm11634,0.047663
Gm15654,6e-05
Trmt61b,0.003812
Gm16796,0.00011
Gm14023,0.102614
Gm15713,0.000228
Gm16976,0.033421
Gm11772,0.14986
Gm12320,-0.000327
Gm12868,8.1e-05
Gm11521,0.000309
Gm11738,0.020363
Gm16363,4.5e-05
Bcas3os2,-0.000358
C630028M04Rik,-0.00036
X4930538E20Rik,-0.002656
Gm13703,0.000384
X4930526A20Rik,0.005891
X4930556G01Rik,0.000511
Gm15945,0.000872
Gm14224,3.2e-05
Gm13166,0.000227
Gm16083,7.5e-05
Gm15535,0.001988
Slc36a3os,-0.000447
B430319H21Rik,0.000158
Gm12146,-6.2e-05
Gm11455,6.3e-05
Gm15561,2.2e-05
Gm16036,2.4e-05
Gm16010,-0.00105
Gm13568,0.000562
Gm14252,-0.00018
X1810063I02Rik,0.009895
X2610035F20Rik,4e-06
X4930412C18Rik,-0.0013
Gm11959,-8.8e-05
C230038L03Rik,0.002182
X2610028E06Rik,0.00191
X2210411M09Rik,-2.8e-05
Gm12198,0.035169
Gm15721,0.000605
A730017L22Rik,-0.000742
Gm14858,9.9e-05
Gm16234,0.000696
Gm15418,0.000537
Gm15485,-0.000202
Dpy19l2,3.1e-05
Gm11527,-9e-05
Gm12066,0.01598
X3110099E03Rik,-0.011068
Gm11613,0.00193
A430078I02Rik,0.002085
Gm13479,-0.000402
Gm11551,0.00094
Gm16090,-4.9e-05
Gm11476,0.000398
Gm13449,-0.002413
Gm4969,6.1e-05
Gm11346,-0.002849
Dhx58os,0.00152
X1700016P03Rik,9.5e-05
Gm14747,-0.000146
X1700123M08Rik,-0.003278
A330035P11Rik,0.003046
G630018N14Rik,-0.000272
X3110056K07Rik,-0.00419
Gm16041,1.5e-05
Gm8813,8.6e-05
Gm12898,-0.000301
Gm11222,7e-05
Appbp2os,-0.000463
Gm11697,-0.000103
X9630028H03Rik,-3e-05
Gm12381,5.6e-05
Bloc1s6os,0.00049
Gm15290,-0.014147
Gm14565,0.000665
Gm11769,8.1e-05
Gm15521,6e-06
Gm15410,0.001375
X3110053B16Rik,0.025702
Gm12519,-2.8e-05
Hoxb5os,-0.030254
A730032A03Rik,5e-06
Gm11999,9.1e-05
Gm15179,1.3e-05
Gm15952,-0.047984
Gm15704,2e-06
Gm15718,6.7e-05
Atxn7l1os2,0.000443
Gm12059,-0.000499
Gm9855,0.000804
Gm12992,-0.002919
Gm14817,-1.7e-05
Gm16193,0.000908
Gm16122,2e-06
Gm12022,-0.053484
Gm16349,0.002054
Gm13982,-0.001452
Gm14267,-0.000273
Tmem238l,5e-06
X4930469K13Rik,0.046334
Gm16153,-0.001829
Gm16838,-1.5e-05
Gm12629,0
Gm13371,2.7e-05
Gm14967,0.000237
Hoxaas3,-0.002587
Gm12968,7e-06
Mecomos,0.046112
X4921531C22Rik,-0.003431
Gm16046,-0.000975
Gm12212,0.000129
Gm16063,-0.003514
Gm12676,0.000405
Gm15163,-0.000156
Gm15124,0.000983
Gm15736,4.3e-05
Gm13008,0.001091
Tsix,-0.040769
Gm13388,0.009918
Rpl9.ps3,1.8e-05
X4933424L21Rik,-2.7e-05
Gm7854,-0.046719
Gm12796,0.001091
Gm15915,-0.08245
Gm13096,4e-06
Gm15873,-4.8e-05
Gm13307,4.3e-05
Gm4279,-0.07499
Arhgap27os1,0.000877
Mettl5os,-0.001935
Gm13442,5.9e-05
X5430405H02Rik,0.069138
X8430419K02Rik,0.00162
Gm12259,-6.9e-05
Gm14372,-0.024533
Slc13a2os,-0.027136
Gm12280,0.000419
Gm12843,-5.8e-05
Gm14009,7e-06
Gm15412,-1.5e-05
Gm15886,0.019142
Gm13496,-0.001067
Tslrn1,0.000257
X1700061E18Rik,-2.7e-05
Gm14302,-0.07804
X4930455G09Rik,-0.000869
Lrrc75aos2,0.009785
Smc2os,-0.00171
Gm12333,-0.006072
X2810430I11Rik,2.9e-05
Gm13563,0.000951
Gm13707,-0.000233
C230066G23Rik,-0.000848
D630024D03Rik,-0.057313
Gm16233,-0.011958
Gm13055,-0.000747
X5430402O13Rik,-0.000577
Atcayos,-0.002574
Gm15640,-0.002341
Gm15624,0.000461
Gm12158,-0.043954
Sox5os3,-8e-06
Gm15987,0.000378
Gm13092,-0.000872
X4930470G03Rik,-0.001574
Rpl30.ps9,0.000166
Lin52,-0.000519
Vax2os,0.016198
Zfp703,0.064039
X1700066O22Rik,0.000176
Gm16059,0.00045
Gm12056,0.000814
Ube4bos2,4.8e-05
Gm14718,0.00106
Gm16325,0.000817
Cep112it,0.001857
Gm15843,-0.005448
Gm13548,0.001274
Gm13052,-0.000376
Gm12668,8e-05
Gm13267,-1.8e-05
Ube4bos1,-0.000615
Gm15584,0.005684
Gm13012,-0.000903
Platr9,0.00102
Gm15638,-0.072436
Gm11290,-0.000883
Gm15612,6.5e-05
Gm4285,-0.001631
Grin1os,1.4e-05
X1700003G13Rik,2e-05
Gm13003,-0.000198
Gm15622,-0.000595
Gm13074,-0.000733
Kcnmb4os2,-0.00048
Chn1os1,-0.000531
Gm15949,0.001527
Gm11261,0.056227
Gm4954,4.5e-05
Pard3bos1,-0.000866
Kank4os,0.000205
Gm11690,-0.067389
Gm13944,-6.7e-05
Gm15597,-0.00645
Gm14540,-0.000625
X4921518K17Rik,0.001163
Gm13807,0.058378
Gm12167,0.000471
Gm12050,0.000776
Gm15392,-1.1e-05
X2410003L11Rik,-0.00016
Armh2,-1.8e-05
Gm13483,-0.000345
C330019F10Rik,0.000142
Gm15966,0.001673
Gm5834,0.003136
Gm13632,2e-06
Gm12829,-1.8e-05
Ube2uos,1.3e-05
Gm11505,-0.022111
Ttc39aos1,-3.8e-05
Gm12905,2.9e-05
Gm12823,-8.8e-05
Gm15912,-0.015748
X2610507I01Rik,-0.049131
Gm3848,6.6e-05
Gm15342,-0.00103
Gm11906,-0.000191
D030047H15Rik,-0.000121
Arhgap27os3,-0.002352
Gm12224,-0.000342
X1700054M17Rik,0.000328
Tnfsf13os,-0.078131
Gm14634,7e-06
